Valor do sinal,Temperatura,Umidade,Hora
0.017578125,21.8°C,66%,18:30:26
0.0234375,21.9°C,61%,18:30:42
-0.26953125,21.9°C,61%,18:30:59
-0.2734375,21.9°C,61%,18:31:15
0.029296875,21.9°C,61%,18:31:32
-0.013671875,21.9°C,61%,18:31:48
-0.275390625,21.9°C,61%,18:32:04
-0.244140625,21.9°C,61%,18:32:21
0.013671875,21.9°C,61%,18:32:37
-0.25,21.9°C,61%,18:32:53
-0.240234375,21.9°C,61%,18:33:09
0.04296875,21.9°C,61%,18:33:26
0.05078125,21.9°C,61%,18:33:42
-0.2578125,21.9°C,61%,18:33:58
-0.22265625,21.9°C,61%,18:34:14
0.05859375,21.9°C,61%,18:34:31
0.005859375,21.9°C,61%,18:34:47
-0.23828125,21.9°C,61%,18:35:03
-0.1796875,21.9°C,61%,18:35:19
0.0703125,21.9°C,61%,18:35:35
-0.060546875,21.9°C,61%,18:35:52
-0.244140625,21.9°C,61%,18:36:08
-0.10546875,21.9°C,61%,18:36:24
0.044921875,21.9°C,61%,18:36:41
-0.099609375,21.9°C,61%,18:36:57
-0.251953125,21.9°C,61%,18:37:14
-0.037109375,21.9°C,61%,18:37:30
0.056640625,21.9°C,61%,18:37:46
-0.189453125,21.9°C,61%,18:38:02
-0.2421875,21.9°C,61%,18:38:19
-0.00390625,21.9°C,61%,18:38:35
0.060546875,21.9°C,61%,18:38:51
-0.2421875,21.9°C,61%,18:39:08
-0.25,21.9°C,61%,18:39:24
0.0546875,21.9°C,61%,18:39:40
0.046875,21.9°C,61%,18:39:57
-0.236328125,21.9°C,61%,18:40:13
-0.25,21.9°C,61%,18:40:30
0.06640625,21.9°C,61%,18:40:46
0.0390625,21.9°C,61%,18:41:02
-0.2421875,21.9°C,61%,18:41:19
-0.1875,21.9°C,61%,18:41:35
0.048828125,21.9°C,61%,18:41:51
0.009765625,21.9°C,61%,18:42:08
-0.251953125,21.9°C,61%,18:42:24
-0.13671875,21.9°C,61%,18:42:41
0.056640625,21.9°C,61%,18:42:57
-0.072265625,21.9°C,61%,18:43:13
-0.232421875,21.9°C,61%,18:43:30
-0.087890625,21.9°C,61%,18:43:46
0.080078125,21.9°C,61%,18:44:02
-0.111328125,21.9°C,61%,18:44:19
-0.228515625,21.9°C,61%,18:44:35
0.00390625,21.9°C,61%,18:44:51
0.068359375,21.9°C,61%,18:45:07
-0.158203125,21.9°C,61%,18:45:24
-0.236328125,21.9°C,61%,18:45:40
0.076171875,21.9°C,61%,18:45:56
-0.056640625,21.9°C,61%,18:46:13
-0.232421875,21.9°C,61%,18:46:29
-0.025390625,21.9°C,61%,18:46:45
0.080078125,21.9°C,61%,18:47:02
-0.146484375,21.9°C,61%,18:47:18
-0.21484375,21.9°C,61%,18:47:34
0.025390625,21.9°C,61%,18:47:50
0.078125,21.9°C,61%,18:48:06
-0.1953125,21.9°C,61%,18:48:22
-0.232421875,21.9°C,61%,18:48:39
0.078125,21.9°C,61%,18:48:55
0.072265625,21.9°C,61%,18:49:11
-0.220703125,21.9°C,61%,18:49:28
-0.234375,21.9°C,61%,18:49:44
0.076171875,21.9°C,61%,18:50:01
0.052734375,21.9°C,61%,18:50:17
-0.23046875,21.9°C,61%,18:50:33
-0.17578125,21.9°C,61%,18:50:49
0.0625,21.9°C,61%,18:51:05
0.017578125,21.9°C,61%,18:51:22
-0.236328125,21.9°C,61%,18:51:38
-0.12109375,21.9°C,61%,18:51:54
0.07421875,21.9°C,61%,18:52:11
-0.0625,21.9°C,61%,18:52:27
-0.21875,21.9°C,61%,18:52:43
-0.072265625,21.9°C,61%,18:53:00
0.080078125,21.9°C,61%,18:53:16
-0.107421875,21.9°C,61%,18:53:32
-0.234375,21.9°C,61%,18:53:49
0.005859375,21.9°C,61%,18:54:05
0.07421875,21.9°C,61%,18:54:21
-0.154296875,21.9°C,61%,18:54:37
-0.232421875,21.9°C,61%,18:54:53
0.046875,21.9°C,61%,18:55:09
0.078125,21.9°C,61%,18:55:26
-0.21875,21.9°C,61%,18:55:42
-0.212890625,21.9°C,61%,18:55:58
0.06640625,21.9°C,61%,18:56:14
0.068359375,21.9°C,61%,18:56:30
-0.23828125,21.9°C,61%,18:56:47
-0.21484375,21.9°C,61%,18:57:03
0.076171875,21.9°C,61%,18:57:19
0.025390625,21.9°C,61%,18:57:36
-0.2265625,21.9°C,61%,18:57:52
-0.171875,21.9°C,61%,18:58:08
0.076171875,21.9°C,61%,18:58:24
-0.009765625,21.9°C,61%,18:58:40
-0.234375,21.9°C,61%,18:58:57
-0.08984375,21.9°C,61%,18:59:13
0.060546875,21.9°C,61%,18:59:29
-0.06640625,21.9°C,61%,18:59:46
-0.23046875,21.9°C,61%,19:00:02
-0.041015625,21.9°C,61%,19:00:18
0.07421875,21.9°C,61%,19:00:35
-0.15234375,21.9°C,61%,19:00:51
-0.21484375,21.9°C,61%,19:01:08
0.01953125,21.9°C,61%,19:01:24
0.072265625,21.9°C,61%,19:01:41
-0.197265625,21.9°C,61%,19:01:57
-0.23828125,21.9°C,61%,19:02:13
0.07421875,21.9°C,61%,19:02:30
0.0703125,21.9°C,61%,19:02:46
-0.216796875,21.9°C,61%,19:03:03
-0.236328125,21.9°C,61%,19:03:19
0.0703125,21.9°C,61%,19:03:35
0.064453125,21.9°C,61%,19:03:52
-0.23828125,21.9°C,61%,19:04:08
-0.185546875,21.9°C,61%,19:04:24
0.060546875,21.9°C,61%,19:04:41
0.021484375,21.9°C,61%,19:04:57
-0.236328125,21.9°C,61%,19:05:13
-0.138671875,21.9°C,61%,19:05:30
0.07421875,21.9°C,61%,19:05:46
-0.056640625,21.9°C,61%,19:06:02
-0.224609375,21.9°C,61%,19:06:18
-0.078125,21.9°C,61%,19:06:35
0.0703125,21.9°C,61%,19:06:51
-0.10546875,21.9°C,61%,19:07:08
-0.25,21.9°C,61%,19:07:24
-0.01171875,21.9°C,61%,19:07:40
0.064453125,21.9°C,61%,19:07:57
-0.1640625,21.9°C,61%,19:08:13
-0.23046875,21.9°C,61%,19:08:30
0.0234375,21.9°C,61%,19:08:46
0.076171875,21.9°C,61%,19:09:02
-0.220703125,21.9°C,61%,19:09:19
-0.2265625,21.9°C,61%,19:09:35
0.064453125,21.9°C,61%,19:09:51
0.060546875,21.9°C,61%,19:10:08
-0.23046875,21.9°C,61%,19:10:24
-0.236328125,21.9°C,61%,19:10:40
0.07421875,21.9°C,61%,19:10:57
0.03125,21.9°C,61%,19:11:13
-0.236328125,21.9°C,61%,19:11:30
-0.181640625,21.9°C,61%,19:11:46
0.0625,21.9°C,61%,19:12:02
0.001953125,21.9°C,61%,19:12:19
-0.25,21.9°C,61%,19:12:35
-0.115234375,21.9°C,61%,19:12:51
0.064453125,21.9°C,61%,19:13:07
-0.0703125,21.9°C,61%,19:13:24
-0.228515625,21.9°C,61%,19:13:40
-0.07421875,21.9°C,61%,19:13:56
0.07421875,21.9°C,61%,19:14:12
-0.134765625,21.9°C,61%,19:14:29
-0.2265625,21.9°C,61%,19:14:45
0.0078125,21.9°C,61%,19:15:01
0.060546875,21.9°C,61%,19:15:18
-0.17578125,21.9°C,61%,19:15:34
-0.240234375,21.9°C,61%,19:15:50
0.060546875,21.9°C,61%,19:16:06
-0.07421875,21.9°C,61%,19:16:23
-0.244140625,21.9°C,61%,19:16:39
-0.0234375,21.9°C,61%,19:16:56
0.078125,21.9°C,61%,19:17:12
-0.1484375,21.9°C,61%,19:17:28
-0.21875,21.9°C,61%,19:17:44
0.015625,21.9°C,61%,19:18:01
0.080078125,21.9°C,61%,19:18:17
-0.20703125,21.9°C,61%,19:18:33
-0.232421875,21.9°C,61%,19:18:50
0.06640625,21.9°C,61%,19:19:06
0.05859375,21.9°C,61%,19:19:22
-0.22265625,21.9°C,61%,19:19:38
-0.234375,21.9°C,61%,19:19:55
0.076171875,21.9°C,61%,19:20:11
0.04296875,21.9°C,61%,19:20:27
-0.244140625,21.9°C,61%,19:20:44
0.052734375,21.9°C,61%,19:21:00
0.0703125,21.9°C,61%,19:21:16
-0.240234375,21.9°C,61%,19:21:33
-0.23046875,21.9°C,61%,19:21:49
0.0546875,21.9°C,61%,19:22:05
0.068359375,21.9°C,61%,19:22:22
-0.244140625,21.9°C,61%,19:22:38
-0.22265625,21.9°C,61%,19:22:54
0.078125,21.9°C,61%,19:23:11
0.013671875,21.9°C,61%,19:23:27
-0.228515625,21.9°C,61%,19:23:43
-0.17578125,21.9°C,61%,19:24:00
0.06640625,21.9°C,61%,19:24:17
-0.03515625,21.9°C,61%,19:24:33
-0.2421875,21.9°C,61%,19:24:50
-0.09375,21.9°C,61%,19:25:06
0.052734375,21.9°C,61%,19:25:22
-0.087890625,21.9°C,61%,19:25:39
-0.2421875,21.9°C,61%,19:25:56
-0.041015625,21.9°C,61%,19:26:12
0.072265625,21.9°C,61%,19:26:28
-0.166015625,21.9°C,61%,19:26:45
-0.236328125,21.9°C,61%,19:27:01
-0.009765625,21.9°C,61%,19:27:17
0.064453125,21.9°C,61%,19:27:34
-0.208984375,21.9°C,61%,19:27:50
-0.25,21.9°C,61%,19:28:07
0.05078125,21.9°C,61%,19:28:23
0.044921875,21.9°C,61%,19:28:40
-0.234375,21.9°C,61%,19:28:56
-0.244140625,21.9°C,61%,19:29:13
0.052734375,21.9°C,61%,19:29:29
-0.171875,21.9°C,61%,19:29:46
-0.232421875,21.9°C,61%,19:30:02
0.01953125,21.7°C,63%,19:30:19
0.072265625,21.7°C,63%,19:30:35
-0.234375,21.7°C,63%,19:30:52
-0.234375,21.7°C,63%,19:31:08
0.056640625,21.7°C,63%,19:31:24
0.05859375,21.7°C,63%,19:31:41
-0.23828125,21.7°C,63%,19:31:57
-0.244140625,21.7°C,63%,19:32:14
0.0703125,21.7°C,63%,19:32:30
0.03515625,21.7°C,63%,19:32:47
-0.234375,21.7°C,63%,19:33:03
-0.19140625,21.7°C,63%,19:33:20
0.05078125,21.7°C,63%,19:33:36
-0.224609375,21.7°C,63%,19:33:53
-0.224609375,21.7°C,63%,19:34:09
0.048828125,21.7°C,63%,19:34:26
0.0703125,21.7°C,63%,19:34:42
-0.248046875,21.7°C,63%,19:34:58
-0.228515625,21.7°C,63%,19:35:15
0.064453125,21.7°C,63%,19:35:31
0.00390625,21.7°C,63%,19:35:48
-0.23828125,21.7°C,63%,19:36:04
-0.158203125,21.7°C,63%,19:36:21
0.0703125,21.7°C,63%,19:36:37
-0.04296875,21.7°C,63%,19:36:53
-0.248046875,21.7°C,63%,19:37:10
-0.10546875,21.7°C,63%,19:37:26
0.056640625,21.7°C,63%,19:37:43
-0.07421875,21.7°C,63%,19:37:59
-0.240234375,21.7°C,63%,19:38:16
-0.046875,21.7°C,63%,19:38:32
0.068359375,21.7°C,63%,19:38:49
-0.158203125,21.7°C,63%,19:39:05
-0.224609375,21.7°C,63%,19:39:22
0.01953125,21.7°C,63%,19:39:38
0.068359375,21.7°C,63%,19:39:55
-0.212890625,21.7°C,63%,19:40:11
-0.244140625,21.7°C,63%,19:40:27
0.060546875,21.7°C,63%,19:40:43
0.060546875,21.7°C,63%,19:41:00
-0.234375,21.7°C,63%,19:41:16
-0.24609375,21.7°C,63%,19:41:33
0.060546875,21.7°C,63%,19:41:49
0.05078125,21.7°C,63%,19:42:06
-0.251953125,21.7°C,63%,19:42:22
-0.20703125,21.7°C,63%,19:42:39
0.05078125,21.7°C,63%,19:42:55
0.015625,21.7°C,63%,19:43:12
-0.234375,21.7°C,63%,19:43:28
-0.162109375,21.7°C,63%,19:43:45
0.064453125,21.7°C,63%,19:44:01
-0.072265625,21.7°C,63%,19:44:18
-0.234375,21.7°C,63%,19:44:34
-0.0859375,21.7°C,63%,19:44:51
0.060546875,21.7°C,63%,19:45:07
-0.107421875,21.7°C,63%,19:45:24
-0.25,21.7°C,63%,19:45:40
-0.015625,21.7°C,63%,19:45:56
0.060546875,21.7°C,63%,19:46:13
-0.166015625,21.7°C,63%,19:46:29
-0.234375,21.7°C,63%,19:46:46
0.01953125,21.7°C,63%,19:47:03
0.07421875,21.7°C,63%,19:47:19
-0.224609375,21.7°C,63%,19:47:36
-0.234375,21.7°C,63%,19:47:52
0.0546875,21.7°C,63%,19:48:09
0.052734375,21.7°C,63%,19:48:25
-0.224609375,21.7°C,63%,19:48:42
-0.236328125,21.7°C,63%,19:48:58
0.072265625,21.7°C,63%,19:49:15
0.029296875,21.7°C,63%,19:49:34
-0.234375,21.7°C,63%,19:49:51
-0.1796875,21.7°C,63%,19:50:07
0.05859375,21.7°C,63%,19:50:24
0.001953125,21.7°C,63%,19:50:40
-0.25,21.7°C,63%,19:50:57
-0.111328125,21.7°C,63%,19:51:13
0.07421875,21.7°C,63%,19:51:30
-0.060546875,21.7°C,63%,19:51:46
-0.22265625,21.7°C,63%,19:52:03
-0.08203125,21.7°C,63%,19:52:19
0.07421875,21.7°C,63%,19:52:36
-0.126953125,21.7°C,63%,19:52:52
-0.232421875,21.7°C,63%,19:53:09
0.005859375,21.7°C,63%,19:53:25
0.056640625,21.7°C,63%,19:53:42
-0.171875,21.7°C,63%,19:53:58
-0.23046875,21.7°C,63%,19:54:14
0.0625,21.7°C,63%,19:54:31
0.06640625,21.7°C,63%,19:54:47
-0.2421875,21.7°C,63%,19:55:03
-0.236328125,21.7°C,63%,19:55:19
0.05859375,21.7°C,63%,19:55:35
0.048828125,21.7°C,63%,19:55:52
-0.25390625,21.7°C,63%,19:56:08
-0.224609375,21.7°C,63%,19:56:24
0.068359375,21.7°C,63%,19:56:40
0.0234375,21.7°C,63%,19:56:56
-0.220703125,21.7°C,63%,19:57:13
-0.16796875,21.7°C,63%,19:57:29
0.076171875,21.7°C,63%,19:57:45
-0.025390625,21.7°C,63%,19:58:02
-0.244140625,21.7°C,63%,19:58:18
-0.1015625,21.7°C,63%,19:58:34
0.046875,21.7°C,63%,19:58:50
-0.08203125,21.7°C,63%,19:59:07
-0.240234375,21.7°C,63%,19:59:23
-0.048828125,21.7°C,63%,19:59:39
0.072265625,21.7°C,63%,19:59:56
-0.236328125,21.7°C,63%,20:00:12
-0.15625,21.7°C,63%,20:00:28
0.07421875,21.7°C,63%,20:00:44
-0.05859375,21.7°C,63%,20:01:01
-0.234375,21.7°C,63%,20:01:17
-0.09375,21.7°C,63%,20:01:33
0.05859375,21.7°C,63%,20:01:50
-0.095703125,21.7°C,63%,20:02:06
-0.251953125,21.7°C,63%,20:02:22
-0.029296875,21.7°C,63%,20:02:39
0.060546875,21.7°C,63%,20:02:56
-0.169921875,21.7°C,63%,20:03:12
-0.228515625,21.7°C,63%,20:03:28
0.009765625,21.7°C,63%,20:03:45
0.072265625,21.7°C,63%,20:04:02
-0.2265625,21.7°C,63%,20:04:18
-0.23828125,21.7°C,63%,20:04:34
0.06640625,21.7°C,63%,20:04:51
0.052734375,21.7°C,63%,20:05:07
-0.234375,21.7°C,63%,20:05:23
-0.24609375,21.7°C,63%,20:05:40
0.072265625,21.7°C,63%,20:05:56
0.04296875,21.7°C,63%,20:06:12
-0.2421875,21.7°C,63%,20:06:29
-0.189453125,21.7°C,63%,20:06:45
0.048828125,21.7°C,63%,20:07:02
0.0078125,21.7°C,63%,20:07:18
-0.24609375,21.7°C,63%,20:07:34
-0.134765625,21.7°C,63%,20:07:51
0.0625,21.7°C,63%,20:08:07
-0.078125,21.7°C,63%,20:08:24
-0.2265625,21.7°C,63%,20:08:41
-0.08203125,21.7°C,63%,20:08:57
0.068359375,21.7°C,63%,20:09:14
-0.1328125,21.7°C,63%,20:09:30
-0.248046875,21.7°C,63%,20:09:46
-0.005859375,21.7°C,63%,20:10:03
0.060546875,21.7°C,63%,20:10:19
-0.173828125,21.7°C,63%,20:10:36
-0.2421875,21.7°C,63%,20:10:52
0.03515625,21.7°C,63%,20:11:09
0.072265625,21.7°C,63%,20:11:25
-0.23046875,21.7°C,63%,20:11:42
-0.23046875,21.7°C,63%,20:11:58
0.046875,21.7°C,63%,20:12:14
0.056640625,21.7°C,63%,20:12:31
-0.2421875,21.7°C,63%,20:12:47
-0.234375,21.7°C,63%,20:13:04
0.021484375,21.7°C,63%,20:13:20
-0.1875,21.7°C,63%,20:13:36
-0.24609375,21.7°C,63%,20:13:53
0.048828125,21.7°C,63%,20:14:09
0.05859375,21.7°C,63%,20:14:26
-0.240234375,21.7°C,63%,20:14:42
-0.224609375,21.7°C,63%,20:14:59
0.05859375,21.7°C,63%,20:15:15
0.06640625,21.7°C,63%,20:15:32
-0.248046875,21.7°C,63%,20:15:48
-0.212890625,21.7°C,63%,20:16:04
0.06640625,21.7°C,63%,20:16:21
0.021484375,21.7°C,63%,20:16:37
-0.224609375,21.7°C,63%,20:16:54
-0.173828125,21.7°C,63%,20:17:10
0.072265625,21.7°C,63%,20:17:27
-0.251953125,21.7°C,63%,20:17:43
-0.037109375,21.7°C,63%,20:17:59
0.0625,21.7°C,63%,20:18:16
-0.1640625,21.7°C,63%,20:18:32
-0.22265625,21.7°C,63%,20:18:49
0.00390625,21.7°C,63%,20:19:05
0.068359375,21.7°C,63%,20:19:21
-0.220703125,21.7°C,63%,20:19:38
-0.236328125,21.7°C,63%,20:19:54
0.0625,21.7°C,63%,20:20:11
0.048828125,21.7°C,63%,20:20:27
-0.232421875,21.7°C,63%,20:20:43
-0.240234375,21.7°C,63%,20:21:00
0.076171875,21.7°C,63%,20:21:16
0.046875,21.7°C,63%,20:21:32
-0.24609375,21.7°C,63%,20:21:49
-0.193359375,21.7°C,63%,20:22:05
0.0546875,21.7°C,63%,20:22:22
0.009765625,21.7°C,63%,20:22:38
-0.24609375,21.7°C,63%,20:22:54
-0.146484375,21.7°C,63%,20:23:11
0.064453125,21.7°C,63%,20:23:27
-0.072265625,21.7°C,63%,20:23:44
-0.2265625,21.7°C,63%,20:24:00
-0.08984375,21.7°C,63%,20:24:17
0.05859375,21.7°C,63%,20:24:33
-0.119140625,21.7°C,63%,20:24:50
-0.251953125,21.7°C,63%,20:25:06
-0.015625,21.7°C,63%,20:25:22
0.056640625,21.7°C,63%,20:25:39
-0.173828125,21.7°C,63%,20:25:55
-0.236328125,21.7°C,63%,20:26:11
0.025390625,21.7°C,63%,20:26:28
0.076171875,21.7°C,63%,20:26:44
-0.22265625,21.7°C,63%,20:27:01
-0.232421875,21.7°C,63%,20:27:18
0.05859375,21.7°C,63%,20:27:34
0.060546875,21.7°C,63%,20:27:51
-0.2265625,21.7°C,63%,20:28:07
-0.236328125,21.7°C,63%,20:28:24
0.076171875,21.7°C,63%,20:28:40
0.046875,21.7°C,63%,20:28:57
-0.232421875,21.7°C,63%,20:29:13
-0.17578125,21.7°C,63%,20:29:30
0.060546875,21.7°C,63%,20:29:46
0.0078125,21.7°C,63%,20:30:02
-0.244140625,21.7°C,64%,20:30:19
-0.125,21.7°C,64%,20:30:35
0.072265625,21.7°C,64%,20:30:52
-0.064453125,21.7°C,64%,20:31:08
-0.232421875,21.7°C,64%,20:31:24
-0.0703125,21.7°C,64%,20:31:41
0.078125,21.7°C,64%,20:31:57
-0.111328125,21.7°C,64%,20:32:14
-0.240234375,21.7°C,64%,20:32:30
-0.009765625,21.7°C,64%,20:32:46
0.0625,21.7°C,64%,20:33:03
-0.162109375,21.7°C,64%,20:33:19
-0.232421875,21.7°C,64%,20:33:36
0.033203125,21.7°C,64%,20:33:52
0.072265625,21.7°C,64%,20:34:08
-0.228515625,21.7°C,64%,20:34:25
-0.2265625,21.7°C,64%,20:34:41
0.0625,21.7°C,64%,20:34:58
0.0546875,21.7°C,64%,20:35:14
-0.23046875,21.7°C,64%,20:35:31
-0.224609375,21.7°C,64%,20:35:47
0.078125,21.7°C,64%,20:36:04
0.078125,21.7°C,64%,20:36:20
-0.228515625,21.7°C,64%,20:36:36
-0.1796875,21.7°C,64%,20:36:53
0.125,21.7°C,64%,20:37:09
0.009765625,21.7°C,64%,20:37:25
-0.1875,21.7°C,64%,20:37:42
-0.072265625,21.7°C,64%,20:37:58
0.0625,21.7°C,64%,20:38:14
-0.076171875,21.7°C,64%,20:38:30
-0.228515625,21.7°C,64%,20:38:47
-0.083984375,21.7°C,64%,20:39:03
0.0703125,21.7°C,64%,20:39:19
-0.142578125,21.7°C,64%,20:39:35
-0.236328125,21.7°C,64%,20:39:52
0.0,21.7°C,64%,20:40:08
0.0546875,21.7°C,64%,20:40:24
-0.185546875,21.7°C,64%,20:40:41
-0.25,21.7°C,64%,20:40:57
0.044921875,21.7°C,64%,20:41:13
0.068359375,21.7°C,64%,20:41:30
-0.23828125,21.7°C,64%,20:41:46
-0.228515625,21.7°C,64%,20:42:02
0.048828125,21.7°C,64%,20:42:19
0.0625,21.7°C,64%,20:42:35
-0.2421875,21.7°C,64%,20:42:51
-0.23046875,21.7°C,64%,20:43:08
0.068359375,21.7°C,64%,20:43:24
0.01953125,21.7°C,64%,20:43:40
-0.224609375,21.7°C,64%,20:43:56
-0.177734375,21.7°C,64%,20:44:13
0.0625,21.7°C,64%,20:44:29
-0.025390625,21.7°C,64%,20:44:46
-0.251953125,21.7°C,64%,20:45:02
-0.10546875,21.7°C,64%,20:45:18
0.0546875,21.7°C,64%,20:45:34
-0.08203125,21.7°C,64%,20:45:51
-0.240234375,21.7°C,64%,20:46:07
-0.068359375,21.7°C,64%,20:46:23
0.072265625,21.7°C,64%,20:46:40
